Date, AM Time, Accomplished, Goal, Todo/Calendar, AM Eye,, Make Bed,, AM Exercise,, AM Jaw,, AM Meds,, AM Food,, AM Teeth,, AM Bathe,, AM Fissure,, AM Dressed,, Awareness,, AM Eye 2,, Lunch,, Lunch Meds,, Lunch Fissure,, Shielding,, Welding,, EEG,, Organization,, Travel Prep,, Academic,, PM Eye,, PM Food,, PM Meds,, PM Teeth,, PM Fissure,, PM Exercise,, PM Jaw,, PM Eye,, Dental Guard,, PM Time, Other,, Notes
Date      , Time,Actua,Goal ,T,EY,,MB,,PT  ,    ,  JE,    ,MD,,FD,,BT,,  SH,,FT,,CL,,SS,,EY,,FD ,   ,MD,,FT,,EM ,   ,WL,,OV ,   ,PL ,   ,PK,,EE,,EY,,FD,,MD,,BT,,FT,,PT  ,    ,JE  ,    ,EY,,DG,, Time,Ot,,N
          ,     ,     ,     , ,A,G,A,G,Actu,Goal,Actu,Goal,A,G,A,G,A,G,  A,G,A,G,A,G,A,G,A,G,Act,Goa,A,G,A,G,Act,Goa,A,G,Act,Goa,Act,Goa,A,G,A,G,A,G,A,G,A,G,A,G,A,G,Actu,Goal,Actu,Goal,A,G,A,G,     ,A,G,
          ,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
# IT'S 2019 NOW USE THE OTHER FILE,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
          ,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
          ,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-10-22,08:31, 13.5,   12,1,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1, , ,1,1,1,1,1,1,   ,   ,1, , , ,0.5,  1, , ,   ,   ,   ,   , , , , ,1, ,1, ,1, ,1,1, , ,   0,    ,   0,    ,0, ,0,1,     , , ,slightly overdosed (2mg) on nicotine trying to get myself to do nighttime brushing; went to bed very unwell around 7pm
2018-10-21,07:21,   14,   17,1,1,1,1,1,   1,   1,   0,    ,1,1,1,1,1,1,  1,1, , ,1,1,1,1,1,1,  1,   , , , , ,  1,   ,0, ,  0,   ,   ,   , , , , ,1, ,1,1,0,1,0,1, , ,   0,   1,    ,    , ,1,0,1,     , ,1,O:toothbrush tasks inc. associated work
2018-10-20,08:56,   24,    8,1,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1, ,  1,1, , ,1,1,1, ,1,1,  1,   ,1, , , ,  0,   ,0, ,  0,   ,  1,   , , , 0 ,1, ,1, ,1, ,1,1, , ,   0,    ,   0,    ,1, ,1, ,     ,6, ,
2018-10-19,07:35,     ,     ,1,1, ,1, ,   0,    ,   0,    ,1, ,1, ,1,1,  1, , , ,1, , , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,0, , , ,0,1, , ,    ,    ,    ,    , , ,0, ,     , , ,
2018-10-18,08:18,     ,     ,1, , ,1, ,   0,    ,   0,    ,0, , , ,1, ,  1, , , ,1, ,0, , , ,  0,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, ,0, ,0,1, , ,   0,    ,   0,    , , ,0,1,     ,1, ,jim taggart today left at night; relit propane with jim reese; appears out following morning
2018-10-17,07:07,     ,     , ,1, ,0, ,   0,    ,   0,    ,1, ,1, ,1,1,  1, , , ,1, ,1, ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,1,1, , ,    ,    ,    ,    , , ,1, ,     , , ,today heating propane came; i experienced some dismay after finding my things moved around to install it and my landlord's table missing; i woke up at night from the smoke alarm going off had to disable heating and air out room and had significant trouble sleeping after
2018-10-16,07:19,     ,     ,1,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1, , ,1,1,1,1,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, , , , ,1, , ,    ,    ,    ,    , , ,0,1,     ,6,6,O:any items from schedule
2018-10-15,10:25,     ,     , ,1,1,1,1,   0,    ,   0,    ,1,1,1, ,1,1,  1,1, , ,1,1, , ,1,1,  1,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , ,1, ,1, , , ,1,1, , ,    ,    ,    ,    , , ,1,1,     , , ,
2018-10-14,08:27,     ,     ,1,1,1,1,1,   0,    ,   0,    ,1,1,1, ,1,1,  1,1, , ,1, , , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , ,1, , , , , ,1,1, , ,    ,    ,    ,    ,1, ,1, ,     , , ,
2018-10-13,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-10-12,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-10-11,07:34,     ,     , ,1,1,1, ,   0,    ,   0,    ,1, ,1, ,1,1,  1, , , ,1, , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , , ,     , ,3,O:kate call; visit gwyn; check mail
2018-10-10,08:47,     ,     , ,1, ,1, ,   0,    ,   0,    ,1,1,1, ,1,1,  1,1,1, ,1,1, , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , , ,     ,2,3,O:passport;moneycheck;oncologist
2018-10-09,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-10-08,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-10-07,08:44,     ,     , ,1, ,1, ,   0,    ,   0,    ,0, ,1, ,1,1,  1, ,1, ,1, , , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , , ,     , ,1,O:staple cable
2018-10-06,08:41,     ,     , , , , , ,    ,    ,    ,    , , , , , ,1,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,1,1, , ,    ,    ,    ,    , , , , ,     ,0,1,O:staple cable
2018-10-05,07:47,     ,     , , ,1, ,1,    ,    ,    ,    , ,1, ,1, ,1,   ,1, ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , , ,     ,1,2,O:kate call; at least check dr bouboulis hours
2018-10-04,07:51,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-10-03,07:37,     ,     , ,1, ,1, ,   0,    ,   0,    ,0, ,0, ,1,1,  1, ,1, ,1, , , ,1, ,  1,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , , ,     , , ,
2018-10-02,10:56,     ,     , , ,1, ,1,    ,    ,    ,    , ,1, ,1, ,1,   ,1, , , ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,1,1, , ,    ,    ,    ,    , , ,1, ,     ,0,2,O:accomplish a piece of internet work; item from tasks
2018-10-01,10:47,     ,     , ,1, , , ,   0,    ,   0,    ,1, ,1, ,1,1,  1,1, , ,1,1, , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0,1, , ,    ,    ,    ,    , , , , ,     ,3,3,O:doc appt, pay rent, pay storage unit
2018-09-30,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-29,07:08,     ,     , ,1, ,1, ,   0,    ,   0,    ,1, ,1, ,1,1,  1, ,1, ,1, ,0, ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-28,06:31,     ,     , ,1, ,1, ,   0,    ,   0,    ,1, ,1, ,1, ,  1,1,1, ,1, ,0, ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , ,1,
2018-09-27,07:26,     ,     ,1,1, ,1, ,   0,    ,   0,    ,1, ,1, ,1,1,  1, ,1, ,1, ,0, ,1, ,  1,   ,1, ,1, ,   ,   , , ,   ,   ,   ,   , , , , ,1, , , , , , ,1, , ,    ,    ,    ,    , , ,0, ,     ,2,2,O:phone calls
2018-09-26,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-25,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-24,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-23,08:46,     ,     , ,1, ,1, ,   0,    ,   0,    ,1, , , ,1,1,  1, ,1, ,1, , , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , ,1,     , , ,
2018-09-22,08:39,     ,     ,1,1, ,1, ,   0,    ,   0,    ,0, ,0, ,1,1,  1, ,1, ,1, , , ,1, ,  1,   ,0, ,0, ,0.5,   ,0, ,  0,   ,  0,   ,0, ,0, , , ,0, ,1, ,1,1,0, ,   0,    ,   0,    ,1, ,0,1,     ,1,1,
2018-09-21,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-20,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-19,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-18,07:32,     ,     , , , , , ,    ,    ,    ,    , , , , , ,1,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , , ,     , ,2,O:just 2 of items on list; any 2
2018-09-17,09:17,     ,     , , ,1, ,1,    ,    ,    ,    , ,1, ,1, ,1,   ,1, ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , ,0,1,1,1,0,1,    ,    ,    ,    ,1,1,1,1,     ,1,1,
2018-09-16,09:05,     ,     , ,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,  1,   , , ,   ,   ,  1,   , , , , , , , , ,0,1,0,1,0,1,    ,    ,    ,    , ,1,0,1,     ,1,1,
2018-09-15,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-14,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-09-13,06:48,     ,     , ,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , ,1, ,1, ,1, ,1,    ,    ,    ,    , ,1, ,1,     , ,1,O: tour
2018-09-12,09:32,     ,     ,1,0, ,1, ,   0,    ,   0,    ,0, ,1, ,0, ,  1, ,0, ,1, ,0, ,0, ,  1,   , , ,0, ,  0,   ,0, ,  0,   ,  0,   ,1, , , , , ,1, , , ,0, ,0, ,    ,    ,    ,    ,1, ,0, ,     ,1,1,
2018-09-11,06:53,     ,     , ,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , ,1, ,1, ,1,    ,    ,    ,    , ,1, ,1,     , ,4,
2018-09-10,14:41,     ,     , , ,1, ,1,    ,    ,    ,    , ,1, ,1,1,1,   ,1, ,1, ,1, , , ,1,   ,   , , , ,1,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, ,1,    ,    ,    ,    , ,1, ,1,     , , ,
2018-09-09,07:45,     ,     , ,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , ,1, ,1, ,1,    ,    ,    ,    , ,1, ,1,     , ,1,
2018-09-08,09:48,     ,     ,1,1,1,1,1, 0.5,   1,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,1,1,1,1,    ,    ,    ,    ,1,1,1,1,     ,3,3,O:facilitation study;trash;wrench+brush
2018-09-07,09:47,     ,     ,1,1,1,1, ,   0,    ,   0,    ,1,1,1, ,1,1,  1, ,1,1,1, , , , ,1,  1,   ,0, ,0, ,  0,   ,0, ,  0,   ,   ,   ,0, ,0, , , ,1, ,0,1,0,1,0,1,    ,    ,    ,    , ,1,0,1,     ,3,3,man messed up gwyn's mother's phone after trying to back it up from a blocked state of mind while talking to gwy; lots of stress, went to bed very late this day
2018-09-06,07:34,     ,     , ,1, ,1, ,   0,    ,   0,    ,1, ,1, ,1,1,  1, ,1, ,1, , , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0,1, , ,    ,    ,    ,    , , , , ,     ,2,4,spent a lot of time awake in bed last night; skeptical i got long lengths of sleep
2018-09-05,06:49,     ,     , ,1,1,1,1,   0,    ,   0,    ,1,1, , ,0,1,  0,1,0,1,1,1, , ,0,1,  1,   ,0, ,0, ,  0,   ,0, ,  0,   ,  1,   ,1, ,0, ,1, ,1, , ,1, ,1, ,1,    ,    ,    ,    , ,1, ,1,     , ,5,slept until sunrise !! pretty voicey tho this morn; voices better but so sleepy also some muscle contracts
2018-09-04,08:02,     ,     ,1,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , ,1,1,1,1,1, ,    ,    ,    ,    ,1,1,1,1,     ,2,2,groggy again; feeling better after morning routine -- clogged around a couple tasks
2018-09-03,07:15,     ,     ,1,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,  1,   ,0, ,0, ,   ,  1, , ,   ,   ,   ,   , , , , , , ,1, ,0,1,0,1,0,1,    ,    ,    ,    ,0,1,0,1,     ,1,1,somewhat groggy this morning
2018-09-02,09:06,     ,     ,1,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1,0, ,1,1,   ,   , , , , ,  1,   , , ,   ,   ,   ,   , , , , , , , , ,1,1,1,1,0,1,   0,    ,   0,    ,1,1,1,1,     ,2,2,stayed up really late last night; power outage; then lights kept half-awake during night when power came on
2018-09-01,07:55,     ,     ,1,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,0,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , ,0,1,1,1,0, ,    ,    ,    ,    ,0,1,0,1,     ,3,3,O:reschedule internet installation; move towards noiscillate period measurement; study nvc
2018-08-31,09:07,     ,     ,1,1,1,1,1,    ,    ,    ,    , ,1, ,1,1,1,  1,1, ,1,1,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , ,1, ,1, ,1, ,1,1, , ,    ,    ,    ,    ,1,1,1,1,     ,4,4,O:get internet installed; call jeremy; give reese cash from mail check; noiscillate work -- internet people never came and cash is available wednesday
2018-08-30,07:26,     ,     , ,1,1,1,1,    ,    ,    ,    ,1,1,1,1, ,1,  1,1,1,1,1,1, , ,1,1,  1,   ,0, ,0, ,  1,   ,0, ,  0,   ,  1,   ,1, ,0, ,1, , , ,0, ,0,1,0,1,    ,    ,    ,    ,0,1,0,1,     ,4,4,O:check money more; get noise gen equip; order sawdust; read e-mail
2018-08-29,09:29,     ,     , ,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,  1,  1, , ,   ,   ,  1,  1, , , , , , , , , , ,0,1,0,1,    ,    ,    ,    , ,1,0,1,     ,4,4,O:go to library figure out money;check e-mail;get ashes for toilet;call dr mooney 12pm; ended up pointlessly driving 45 mins away for money; helped gwyn with internet a little
2018-08-28,08:01,     ,     ,1,1,1,1,1,    ,    ,    ,    ,1, ,1, ,1,1,  1, ,0, ,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0,1, ,1,    ,    ,    ,    ,0,1,0,1,     ,2,3,O:gwyn's wiring & my laundry; call katie; fix laptop charging cable
2018-08-27,11:01,     ,     , ,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,0.5,  1, , , , , , , , , ,1,1,1,0,1,    ,    ,    ,    ,1,1,1,1,     ,1,1,O:do gwin's computer work; I only took 500 mcg of the new nicotine today -- not much dizziness but i felt pretty nauseous; no problem with 500 mcg in florence from store there; I took 1000 mcg from dollar store purchased at night and it went fine
2018-08-26,06:50,     ,     , ,1,1,1,1, 0.1,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,  1,   ,0, ,0, ,0.5,  1,0, ,  0,   ,  1,  1, ,1,0, , , , , , , ,1,1,1, ,   0,    ,   0,    ,1,1,1,1,     ,1,2,O:convergent facilitation; apple preservation; really really dizzy after taking 1.5 mg of new nicotine and swishing it around a while nasty experience; worse than the 2 mg i was using and spitting out quick before this new stuff came
2018-08-25,10:22,     ,     , ,1,1,0,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,0, ,1,1, , ,1,1,   ,   ,0, ,0, ,  1,   ,0, ,  0,   ,  1,   ,1, ,0, , , , , ,1, ,1,1,0, ,   0,    ,   0,    ,1,1,0,1,     ,2,3,O:prep for convergent facilitation; call father; get charging cable for 2nd-factor phone; I've had some really good days but I'm really struggling this day
2018-08-24,06:24,     ,     , ,1,1,0, , 0.2,    ,   0,    ,1,1,1,1,1,1,  1,1,0, ,1,1, , ,1,1,   ,   , , , , ,  1,  1, , ,   ,   ,   ,   , , , , , , , , , , ,1,1, , ,    ,    ,    ,    ,1,1,0,1,     ,2,2,O:SETI tour 1pm; start internet at tiny house -- think about what to bring to shower; what to bring to tour; what to bring to reese's place
2018-08-23,06:51,     ,     ,1,1,1,0, , 0.2, 0.2,   0,    ,1,1,1,1,1,1,  0, ,0, ,1,1,0, ,1,1,  1,   ,0, ,0, ,  1,   ,0, ,  0,   ,   ,   , , ,0, , , ,1, ,0, ,1,1,0, ,   0,    ,   0,    ,1,1,1,1,     ,2,2,O:call Katie 11a; get gaussian stats from library (and maybe a stats textbook?)
2018-08-22,     ,     ,     ,1,1, ,0, ,   0,    ,   0,    ,0, ,1, ,1, ,  0, ,0, ,1, , , ,1, ,  1,   ,0, ,0, ,  1,   ,0, ,  0,   ,   ,   , , ,0, ,1, ,1, ,0, ,0, ,0, ,   0,    ,   0,    ,1, ,0, ,     , , ,drove bert&diane to roanoke; went to dinner with diane; went to bible study with diane
2018-08-21,07:56,     ,     , ,1,1,1, , 0.1,    ,    ,    ,1,1,1,1,1,1,  0, ,0, ,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , ,1, ,1, ,1, , ,    ,    ,    ,    , ,1, ,1,     , ,5,O: mail registration; look up items for tara; order cam cable; call jeremy; work on noise gen
2018-08-20,07:10,     ,     ,1,1,1,1, , 0.2,    ,   0,    ,1,1,1, ,1,1,  0, ,0, ,1,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , ,1, ,1, ,1, ,1,1,0, , 0.1,    ,   0,    ,1,1,1,1,     ,3,4,O: call katie & steven; mail title; do laundry; by the time I got to post office it was closed
2018-08-19,06:22,     ,     , ,1,1, , , 0.2,    ,   0,    ,1,1,1, ,1,1,  0, ,0, ,1,1, , ,1, ,  1,   ,0, ,0, ,  0,   ,0, ,  0,   ,   ,   , , ,0, ,1, ,1, ,1,1,1,1,0, ,   0,    ,   0,    ,1,1,1,1,     ,1,2,O: call convergent facilitation; visit scope later in day; ran into Gwin rather than visiting scope
2018-08-18,09:36,     ,     , ,1,1, , ,    ,    ,    ,    ,1,1, , ,1,1,  1,1, , ,1, , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, ,0,1,1,1, , ,    ,    ,    ,    ,1,1,0,1,     ,1,1,O: print scope schedule
2018-08-17,06:21,     ,     ,1,1,1,0, , 0.2,    ,   0,    ,1,1,0, ,1,1,  1,1,0, ,1,1,0, ,1, ,  1,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , ,0, ,0,1, , ,    ,    ,    ,    , ,1,0,1,     , , ,
2018-08-16,06:30,     ,     , ,1,1,1, , 0.2,    ,   0,    ,1,1,1,1,1,1,  0, ,0, ,1,1,0, ,1,1,   ,   ,0, ,0, ,  1,   ,0, ,  0,   ,  0,   , , , , , , ,1,1, ,1,0,1, , ,    ,    ,    ,    ,1,1,0,1,     ,1,2,O: phone calls progress; backup cam progress
2018-08-15,     ,     ,     ,1, , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, , , ,1, , , ,    ,    ,    ,    , , ,0, ,     , , ,
2018-08-14,     ,     ,     ,1, ,1, , ,    ,    ,    ,    , ,1,1,1, ,1,  0,0,0,0,1,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, ,0, ,1,1, , ,    ,    ,    ,    , ,1,1,1,     ,3,5,O: contact Katie; check NEM; contact Bill; make phone calls; refill water
2018-08-13,     ,     ,     ,1,1,1,1,1, 0.2,    ,    ,    ,1, ,1, ,0, ,  1,1,0, ,1, , , ,1, ,  1,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0, , , ,    ,    ,    ,    ,0,1,0, ,     ,2,2,O: look for nicotine lozenge; get battery & imac model #s
2018-08-12,     ,     ,     ,1, , , , ,    ,    ,    ,    , , , , , ,1,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , ,1, , , , , ,1, , , ,    ,    ,    ,    ,1, , , ,     , , ,
2018-08-11,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-08-10,     ,     ,     , , ,1, , ,    ,    ,    ,    , , , , ,1,1,   , , , , ,1, , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , ,1, , ,     ,3,3,O: talk to katie; talk to father; visit telescope
2018-08-09,     ,     ,     ,1,1,1, , , 0.2,    ,    ,    ,1, ,1,1,1,1,  1,1, , ,1, , , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, , , ,0, , , ,    ,    ,    ,    ,0, , , ,     , , ,
2018-08-08,     ,     ,     , , ,1, , ,    ,    ,    ,    , , ,1, ,0,1,   ,1, , , , , , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0,1, , ,    ,    ,    ,    , ,1, , ,     , ,2,O: look for key service at garage and trent's; note that shower is 5:30-6pm scott takes to diane's
2018-08-07,     ,     ,     ,1,1,1,1, , 0.1,    ,   0,    ,0, ,1, ,1,1,0.2, ,0, , ,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,1,1, , ,    ,    ,    ,    ,1,1, , ,     ,2,2,O: meet at library; go to dentist
2018-08-06,     ,     ,     ,1,1,1,1, , 0.1,    ,   0,    ,1, ,1,1,1,1,  0, ,0, ,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0,1, , ,    ,    ,    ,    ,0,1, , ,     ,1,2,O: go somewhere with internet; call katie on her shift
2018-08-05,     ,     ,     ,1,1,1,1, ,   0,    ,   0,    ,0, , , ,1,1,  1,1,0, ,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   ,1,1, , , , , , , , ,1,1, , ,    ,    ,    ,    ,1,1, , ,     , , ,my goals were done this day but it was a rough day
2018-08-04,     ,     ,     ,1,1,1,1, ,   0,    ,   0,    ,0, ,1, ,1,1,0.3, ,0, ,1,1, , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, , , ,0,1, , ,    ,    ,    ,    ,0, ,0, ,     , , ,
2018-08-03,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-08-02,     ,     ,     , , ,1, , ,    ,    ,    ,    , ,1, ,1, ,1,   , , , , ,1, , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , , , , ,     , , ,
2018-08-01,     ,     ,     ,1,1,1,1,1,   0,    ,   0,    ,1, ,1, ,1,1,  1, ,0, ,1,1, , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,1,1, , ,    ,    ,    ,    , , , , ,     , , ,
